A,9,12,192.0
A,9,13,193.0
A,9,14,194.0
A,9,15,195.0
A,9,16,196.0
A,9,17,197.0
A,9,18,198.0
A,9,19,199.0
B,0,0,0.0
B,0,1,1.0
B,0,2,2.0
B,0,3,3.0
B,0,4,4.0
B,0,5,5.0
B,0,6,6.0
B,0,7,7.0
B,0,8,8.0
B,0,9,9.0
B,0,10,10.0
B,0,11,11.0
B,0,12,12.0
B,0,13,13.0
B,0,14,14.0
B,1,0,15.0
B,1,1,16.0
B,1,2,17.0
B,1,3,18.0
B,1,4,19.0
B,1,5,20.0
B,1,6,21.0
B,1,7,22.0
B,1,8,23.0
B,1,9,24.0
B,1,10,25.0
B,1,11,26.0
B,1,12,27.0
B,1,13,28.0
B,1,14,29.0
B,2,0,30.0
B,2,1,31.0
B,2,2,32.0
B,2,3,33.0
B,2,4,34.0
B,2,5,35.0
B,2,6,36.0
B,2,7,37.0
B,2,8,38.0
B,2,9,39.0
B,2,10,40.0
B,2,11,41.0
B,2,12,42.0
B,2,13,43.0
B,2,14,44.0
B,3,0,45.0
B,3,1,46.0
B,3,2,47.0
B,3,3,48.0
B,3,4,49.0
B,3,5,50.0
B,3,6,51.0
B,3,7,52.0
B,3,8,53.0
B,3,9,54.0
B,3,10,55.0
B,3,11,56.0
B,3,12,57.0
B,3,13,58.0
B,3,14,59.0
B,4,0,60.0
B,4,1,61.0
B,4,2,62.0
B,4,3,63.0
B,4,4,64.0
B,4,5,65.0
B,4,6,66.0
B,4,7,67.0
B,4,8,68.0
B,4,9,69.0
B,4,10,70.0
B,4,11,71.0
B,4,12,72.0
B,4,13,73.0
B,4,14,74.0
B,5,0,75.0
B,5,1,76.0
B,5,2,77.0
B,5,3,78.0
B,5,4,79.0
B,5,5,80.0
B,5,6,81.0
B,5,7,82.0
B,5,8,83.0
B,5,9,84.0
B,5,10,85.0
B,5,11,86.0
B,5,12,87.0
B,5,13,88.0
B,5,14,89.0
B,6,0,90.0
B,6,1,91.0
B,6,2,92.0
B,6,3,93.0
B,6,4,94.0
B,6,5,95.0
B,6,6,96.0
B,6,7,97.0
B,6,8,98.0
B,6,9,99.0
B,6,10,100.0
B,6,11,101.0
B,6,12,102.0
B,6,13,103.0
B,6,14,104.0
B,7,0,105.0
B,7,1,106.0
B,7,2,107.0
B,7,3,108.0
B,7,4,109.0
B,7,5,110.0
B,7,6,111.0
B,7,7,112.0
B,7,8,113.0
B,7,9,114.0
B,7,10,115.0
B,7,11,116.0
B,7,12,117.0
B,7,13,118.0
B,7,14,119.0
B,8,0,120.0
B,8,1,121.0
B,8,2,122.0
B,8,3,123.0
B,8,4,124.0
B,8,5,125.0
B,8,6,126.0
B,8,7,127.0
B,8,8,128.0
B,8,9,129.0
B,8,10,130.0
B,8,11,131.0
B,8,12,132.0
B,8,13,133.0
B,8,14,134.0
B,9,0,135.0
B,9,1,136.0
B,9,2,137.0
B,9,3,138.0
B,9,4,139.0
B,9,5,140.0
B,9,6,141.0
B,9,7,142.0
B,9,8,143.0
B,9,9,144.0
B,9,10,145.0
B,9,11,146.0
B,9,12,147.0
B,9,13,148.0
B,9,14,149.0
B,10,0,150.0
B,10,1,151.0
B,10,2,152.0
B,10,3,153.0
B,10,4,154.0
B,10,5,155.0
B,10,6,156.0
B,10,7,157.0
B,10,8,158.0
B,10,9,159.0
B,10,10,160.0
B,10,11,161.0
B,10,12,162.0
B,10,13,163.0
B,10,14,164.0
B,11,0,165.0
B,11,1,166.0
B,11,2,167.0
B,11,3,168.0
B,11,4,169.0
B,11,5,170.0
B,11,6,171.0
B,11,7,172.0
B,11,8,173.0
B,11,9,174.0
B,11,10,175.0
B,11,11,176.0
B,11,12,177.0
B,11,13,178.0
B,11,14,179.0
B,12,0,180.0
B,12,1,181.0
B,12,2,182.0
B,12,3,183.0
B,12,4,184.0
B,12,5,185.0
B,12,6,186.0
B,12,7,187.0
B,12,8,188.0
B,12,9,189.0
B,12,10,190.0
B,12,11,191.0
B,12,12,192.0
B,12,13,193.0
B,12,14,194.0
B,13,0,195.0
B,13,1,196.0
B,13,2,197.0
B,13,3,198.0
B,13,4,199.0
B,13,5,200.0
B,13,6,201.0
B,13,7,202.0
B,13,8,203.0
B,13,9,204.0
B,13,10,205.0
B,13,11,206.0
B,13,12,207.0
B,13,13,208.0
B,13,14,209.0
B,14,0,210.0
B,14,1,211.0
B,14,2,212.0
B,14,3,213.0
B,14,4,214.0
B,14,5,215.0
B,14,6,216.0
B,14,7,217.0
B,14,8,218.0
B,14,9,219.0
B,14,10,220.0
B,14,11,221.0
B,14,12,222.0
B,14,13,223.0
B,14,14,224.0
B,15,0,225.0
B,15,1,226.0
B,15,2,227.0
B,15,3,228.0
B,15,4,229.0
B,15,5,230.0
B,15,6,231.0
B,15,7,232.0
B,15,8,233.0
B,15,9,234.0
B,15,10,235.0
B,15,11,236.0
B,15,12,237.0
B,15,13,238.0
B,15,14,239.0
B,16,0,240.0
B,16,1,241.0
B,16,2,242.0
B,16,3,243.0
B,16,4,244.0
B,16,5,245.0
B,16,6,246.0
B,16,7,247.0
B,16,8,248.0
B,16,9,249.0
B,16,10,250.0
B,16,11,251.0
B,16,12,252.0
B,16,13,253.0
B,16,14,254.0
B,17,0,255.0
B,17,1,256.0
B,17,2,257.0
B,17,3,258.0
B,17,4,259.0
B,17,5,260.0
B,17,6,261.0
B,17,7,262.0
B,17,8,263.0
B,17,9,264.0
B,17,10,265.0
B,17,11,266.0
B,17,12,267.0
B,17,13,268.0
B,17,14,269.0
B,18,0,270.0
B,18,1,271.0
B,18,2,272.0
B,18,3,273.0
B,18,4,274.0
B,18,5,275.0
B,18,6,276.0
B,18,7,277.0
B,18,8,278.0
B,18,9,279.0
B,18,10,280.0
B,18,11,281.0
B,18,12,282.0
B,18,13,283.0
B,18,14,284.0
B,19,0,285.0
B,19,1,286.0
B,19,2,287.0
B,19,3,288.0
B,19,4,289.0
B,19,5,290.0
B,19,6,291.0
B,19,7,292.0
B,19,8,293.0
B,19,9,294.0
B,19,10,295.0
B,19,11,296.0
B,19,12,297.0
B,19,13,298.0
B,19,14,299.0
